Emp ID,Origin,Complete Name,First,Middle,Last,Type of Work,Business Email,Date of Joining,Job Role,Company,Office Location
86741,Germany,Jessica Amber Villegas,Jessica,Amber,Villegas,EE,jessica.villegas@wright-roberts.com,11/19/21,Technical brewer,Wright-Roberts,Sharable 4thgeneration initiative
86749,Japan,Alexander Castillo,Alexander,,Castillo,EE,alexander.castillo@wright-roberts.com,6/2/20,Solicitor,Wright-Roberts,Total 3rdgeneration alliance
86780,Japan,Michele Hall,Michele,,Hall,EE,michele.hall@smithltd.com,7/13/23,Special educational needs teacher,Smith Ltd,Face-to-face optimal forecast
86807,United States,Sarah Williams,Sarah,,Williams,EE,sarah.williams@gilbert-hodge.com,7/6/20,Nature conservation officer,Gilbert-Hodge,User-centric optimizing intranet
87037,United States,Dana Hill,Dana,,Hill,EE,dana.hill@leonard-flores.com,10/2/18,"Geneticist, molecular",Leonard-Flores,Streamlined systemic matrix
87054,United States,Samantha Phelps,Samantha,,Phelps,EE,samantha.phelps@leonard-flores.com,10/22/22,Broadcast engineer,Leonard-Flores,Total 3rdgeneration alliance
87069,United Kingdom,Blake Anderson,Blake,,Anderson,CW,"blake.anderson@murphy,douglasandsalas.com",2/17/19,Contracting civil engineer,"Murphy, Douglas and Salas",Customer-focused didactic portal
87088,Japan,Jessica Shelton,Jessica,,Shelton,CW,jessica.shelton@leonard-flores.com,4/20/20,Diplomatic Services operational officer,Leonard-Flores,User-friendly solution-oriented software
87096,Australia,Kimberly Noah Williamson,Kimberly,Noah,Williamson,EE,kimberly.williamson@smithltd.com,9/5/22,Arts development officer,Smith Ltd,User-friendly solution-oriented software
87128,United Kingdom,Jeffrey Williams,Jeffrey,,Williams,EE,"jeffrey.williams@leonard,washingtonandhall.com",sign,Ambulance person,"Leonard, Washington and Hall",Streamlined systemic matrix
87225,United Kingdom,Omar Gallagher,Omar,,Gallagher,CW,omar.gallagher@gilbert-hodge.com,3/18/19,Ergonomist,Gilbert-Hodge,User-friendly solution-oriented software
87427,India,Michael Victor Alvarez,Michael,Victor,Alvarez,EE,michael.alvarez@smithltd.com,5/18/21,"Teacher, English as a foreign language",Smith Ltd,User-centric optimizing intranet
87686,Australia,Joshua Long,Joshua,,Long,EE,"joshua.long@murphy,douglasandsalas.com",3/29/22,"Clinical scientist, histocompatibility and immunogenetics","Murphy, Douglas and Salas",User-centric optimizing intranet
87867,United States,Andrea Chandler,Andrea,,Chandler,EE,andrea.chandler@gilbert-hodge.com,3/7/22,"Librarian, public",Gilbert-Hodge,User-centric optimizing intranet
88007,Germany,Johnny Bailey,Johnny,,Bailey,CW,johnny.bailey@leonard-flores.com,2/1/22,Chartered public finance accountant,Leonard-Flores,Total 3rdgeneration alliance
88103,Canada,Curtis Valerie Stokes,Curtis,Valerie,Stokes,EE,curtis.stokes@lamb-newman.com,8/12/20,Sports administrator,Lamb-Newman,Customer-focused didactic portal
88166,India,Sandra Hurley,Sandra,,Hurley,CW,sandra.hurley@lamb-newman.com,5/17/20,Exhibition designer,Lamb-Newman,Polarized tangible installation
88483,Japan,Jennifer Jackson,Jennifer,,Jackson,CW,jennifer.jackson@leonard-flores.com,2/2/19,Soil scientist,Leonard-Flores,Face-to-face optimal forecast
88521,United States,Thomas Shah,Thomas,,Shah,CW,"thomas.shah@murphy,douglasandsalas.com",11/24/22,Microbiologist,"Murphy, Douglas and Salas",User-friendly solution-oriented software
88578,United Kingdom,Misty Lee,Misty,,Lee,EE,misty.lee@deckerplc.com,6/15/22,Energy manager,Decker PLC,Vision-oriented interactive superstructure
88691,Japan,Monica Justin Clayton,Monica,Justin,Clayton,EE,monica.clayton@gilbert-hodge.com,2/13/21,"Designer, industrial/product",Gilbert-Hodge,Face-to-face optimal forecast
88777,India,Mason Chandler,Mason,,Chandler,EE,mason.chandler@wright-roberts.com,7/29/22,Herbalist,Wright-Roberts,Customer-focused didactic portal
88790,Germany,Michelle Brianna Larson,Michelle,Brianna,Larson,EE,"michelle.larson@murphy,douglasandsalas.com",10/30/22,Community pharmacist,"Murphy, Douglas and Salas",User-centric optimizing intranet
88983,United States,Stephanie Kimberly Tate,Stephanie,Kimberly,Tate,EE,stephanie.tate@mathisplc.com,4/28/23,Toxicologist,Mathis PLC,Sharable 4thgeneration initiative
89108,Japan,Cindy Lee Bell,Cindy,Lee,Bell,EE,cindy.bell@mathisplc.com,study,Geophysical data processor,Mathis PLC,User-centric optimizing intranet
89119,Canada,Chelsea Wanda Walker,Chelsea,Wanda,Walker,EE,chelsea.walker@wright-roberts.com,9/25/21,"Producer, television/film/video",Wright-Roberts,Total 3rdgeneration alliance
89199,India,Melody Natalie Smith,Melody,Natalie,Smith,CW,melody.smith@leonard-flores.com,9/6/21,Financial controller,Leonard-Flores,Face-to-face optimal forecast
89258,United States,Carol Joy Nelson,Carol,Joy,Nelson,EE,"carol.nelson@leonard,washingtonandhall.com",7/1/21,Merchant navy officer,"Leonard, Washington and Hall",User-centric optimizing intranet
89294,Canada,Zachary Mercedes Stewart,Zachary,Mercedes,Stewart,CW,zachary.stewart@mathisplc.com,12/6/19,Community arts worker,Mathis PLC,User-centric optimizing intranet
89321,United Kingdom,Johnathan Ramos,Johnathan,,Ramos,CW,johnathan.ramos@gibson-little.com,12/10/21,"Research officer, political party",Gibson-Little,Customer-focused didactic portal
89369,Canada,Vanessa Denise Norris,Vanessa,Denise,Norris,EE,vanessa.norris@gilbert-hodge.com,6/12/21,Psychotherapist,Gilbert-Hodge,Vision-oriented interactive superstructure
89465,Canada,Brenda Payne,Brenda,,Payne,EE,brenda.payne@leonard-flores.com,3/26/23,Music tutor,Leonard-Flores,Vision-oriented interactive superstructure
89674,Japan,Lauren Brooke Everett,Lauren,Brooke,Everett,EE,lauren.everett@gilbert-hodge.com,1/23/21,"Journalist, magazine",Gilbert-Hodge,Vision-oriented interactive superstructure
89712,Canada,Cindy Newton,Cindy,,Newton,EE,cindy.newton@mathisplc.com,close,Field seismologist,Mathis PLC,Focused directional migration
89913,United States,Patricia Stephens,Patricia,,Stephens,EE,patricia.stephens@gibson-little.com,9/21/20,Conference centre manager,Gibson-Little,Vision-oriented interactive superstructure
90083,Canada,Paula Christopher Davis,Paula,Christopher,Davis,CW,paula.davis@wright-roberts.com,7/22/21,Art therapist,Wright-Roberts,User-centric optimizing intranet
90163,Germany,Jared Brown,Jared,,Brown,EE,jared.brown@wright-roberts.com,3/20/22,Archaeologist,Wright-Roberts,Customer-focused didactic portal
90165,United States,Colin Ochoa,Colin,,Ochoa,CW,"colin.ochoa@murphy,douglasandsalas.com",3/12/20,Housing manager/officer,"Murphy, Douglas and Salas",Total 3rdgeneration alliance
90318,Japan,Samuel Solis,Samuel,,Solis,CW,samuel.solis@leonard-flores.com,4/10/20,Web designer,Leonard-Flores,User-centric optimizing intranet
90322,Canada,Benjamin Navarro,Benjamin,,Navarro,CW,benjamin.navarro@leonard-flores.com,12/23/20,Maintenance engineer,Leonard-Flores,Focused directional migration
90522,Canada,Henry Hughes,Henry,,Hughes,CW,henry.hughes@mathisplc.com,12/9/22,Facilities manager,Mathis PLC,Vision-oriented interactive superstructure
90580,Australia,Jeffrey Juan Baxter,Jeffrey,Juan,Baxter,CW,jeffrey.baxter@lamb-newman.com,10/22/21,Drilling engineer,Lamb-Newman,Focused directional migration
90623,Germany,Teresa Courtney Rodriguez,Teresa,Courtney,Rodriguez,CW,"teresa.rodriguez@murphy,douglasandsalas.com",6/25/20,"Chemist, analytical","Murphy, Douglas and Salas",Total 3rdgeneration alliance
90696,United Kingdom,Jeffrey Paul Mcdonald,Jeffrey,Paul,Mcdonald,CW,jeffrey.mcdonald@deckerplc.com,10/23/22,"Administrator, sports",Decker PLC,Polarized tangible installation
90828,United Kingdom,Randy Kramer,Randy,,Kramer,EE,randy.kramer@leonard-flores.com,3/13/23,Hospital doctor,Leonard-Flores,Total 3rdgeneration alliance
90857,India,Tyler Karen Mathis,Tyler,Karen,Mathis,CW,tyler.mathis@gilbert-hodge.com,4/28/20,Oncologist,Gilbert-Hodge,Vision-oriented interactive superstructure
90975,Canada,Joshua Julie Henderson,Joshua,Julie,Henderson,CW,joshua.henderson@smithltd.com,consider,Office manager,Smith Ltd,Customer-focused didactic portal
91047,Canada,Roberta Sara Guerrero,Roberta,Sara,Guerrero,CW,roberta.guerrero@gilbert-hodge.com,10/26/20,Bonds trader,Gilbert-Hodge,Customer-focused didactic portal
91362,United States,Scott Herrera,Scott,,Herrera,EE,scott.herrera@smithltd.com,11/5/21,Recruitment consultant,Smith Ltd,Focused directional migration
91421,United Kingdom,Frederick Clark,Frederick,,Clark,CW,frederick.clark@leonard-flores.com,surface,General practice doctor,Leonard-Flores,User-centric optimizing intranet
91555,Australia,Tim Steven Collins,Tim,Steven,Collins,EE,tim.collins@smithltd.com,8/22/20,Radiation protection practitioner,Smith Ltd,Focused directional migration
91561,India,Richard Diaz,Richard,,Diaz,EE,"richard.diaz@leonard,washingtonandhall.com",12/11/18,Occupational hygienist,"Leonard, Washington and Hall",User-centric optimizing intranet
91585,Australia,Brandy Mccall,Brandy,,Mccall,EE,brandy.mccall@mathisplc.com,1/29/19,"Psychologist, prison and probation services",Mathis PLC,Face-to-face optimal forecast
91589,United Kingdom,Alejandra Daniel,Alejandra,,Daniel,CW,alejandra.daniel@gibson-little.com,3/4/19,Health promotion specialist,Gibson-Little,Customer-focused didactic portal
91949,Australia,Steven Vega,Steven,,Vega,EE,steven.vega@gilbert-hodge.com,5/24/21,"Engineer, control and instrumentation",Gilbert-Hodge,Sharable 4thgeneration initiative
91965,Australia,Lori Erica Mendoza,Lori,Erica,Mendoza,EE,lori.mendoza@smithltd.com,3/2/21,Geographical information systems officer,Smith Ltd,Streamlined systemic matrix
92031,Australia,Zachary Peters,Zachary,,Peters,EE,zachary.peters@mathisplc.com,4/9/20,Software engineer,Mathis PLC,Total 3rdgeneration alliance
92044,Australia,Jennifer Melissa Guerrero,Jennifer,Melissa,Guerrero,EE,jennifer.guerrero@gilbert-hodge.com,1/16/23,Clinical molecular geneticist,Gilbert-Hodge,Polarized tangible installation
92151,India,Lawrence Dylan Mccarthy,Lawrence,Dylan,Mccarthy,CW,lawrence.mccarthy@lamb-newman.com,1/10/23,Facilities manager,Lamb-Newman,Focused directional migration
92162,United Kingdom,Casey Sellers,Casey,,Sellers,CW,"casey.sellers@leonard,washingtonandhall.com",2/15/23,Magazine features editor,"Leonard, Washington and Hall",Customer-focused didactic portal
92214,Canada,Krista Rivera,Krista,,Rivera,EE,krista.rivera@wright-roberts.com,2/4/22,Gaffer,Wright-Roberts,Polarized tangible installation
92378,Germany,Denise Brandon Frost,Denise,Brandon,Frost,EE,denise.frost@mathisplc.com,8/30/19,Rural practice surveyor,Mathis PLC,Streamlined systemic matrix
92490,Canada,Victoria Cheryl Reese,Victoria,Cheryl,Reese,CW,victoria.reese@lamb-newman.com,12/5/18,Automotive engineer,Lamb-Newman,Vision-oriented interactive superstructure
92634,India,Judy Petty,Judy,,Petty,CW,judy.petty@deckerplc.com,11/2/18,Environmental consultant,Decker PLC,Face-to-face optimal forecast
92664,Japan,Todd Latoya Flores,Todd,Latoya,Flores,CW,todd.flores@deckerplc.com,7/2/19,"Scientist, physiological",Decker PLC,Polarized tangible installation
92732,Japan,Bianca Juan Taylor,Bianca,Juan,Taylor,CW,bianca.taylor@lamb-newman.com,11/14/22,"Psychologist, prison and probation services",Lamb-Newman,Polarized tangible installation
92781,Canada,Ebony Murphy,Ebony,,Murphy,CW,ebony.murphy@mathisplc.com,11/19/22,Herpetologist,Mathis PLC,User-centric optimizing intranet
92896,United States,Justin Katelyn Boone,Justin,Katelyn,Boone,CW,justin.boone@leonard-flores.com,12/9/22,Environmental health practitioner,Leonard-Flores,Face-to-face optimal forecast
93023,United States,Gary Davis,Gary,,Davis,EE,gary.davis@wright-roberts.com,5/19/19,Personnel officer,Wright-Roberts,Total 3rdgeneration alliance
93090,United States,Angel Larson,Angel,,Larson,EE,angel.larson@gilbert-hodge.com,10/15/22,"Exhibitions officer, museum/gallery",Gilbert-Hodge,User-centric optimizing intranet
93133,United States,Jessica Nicholas Sanford,Jessica,Nicholas,Sanford,EE,jessica.sanford@wright-roberts.com,money,Telecommunications researcher,Wright-Roberts,User-centric optimizing intranet
93202,Canada,David Porter,David,,Porter,EE,david.porter@leonard-flores.com,9/28/22,Soil scientist,Leonard-Flores,User-centric optimizing intranet
93204,India,Steven Crystal Flynn,Steven,Crystal,Flynn,EE,steven.flynn@smithltd.com,7/7/20,Publishing rights manager,Smith Ltd,Sharable 4thgeneration initiative
93332,Japan,Jonathan Donna Christensen,Jonathan,Donna,Christensen,EE,"jonathan.christensen@leonard,washingtonandhall.com",7/29/20,Education administrator,"Leonard, Washington and Hall",Face-to-face optimal forecast
93347,Australia,Julie Kari Simmons,Julie,Kari,Simmons,CW,julie.simmons@gilbert-hodge.com,10/17/19,Media buyer,Gilbert-Hodge,Customer-focused didactic portal
93435,India,Trevor David Reyes,Trevor,David,Reyes,EE,trevor.reyes@gibson-little.com,2/9/23,Secondary school teacher,Gibson-Little,Total 3rdgeneration alliance
93471,Australia,James Jessica Clark,James,Jessica,Clark,CW,"james.clark@murphy,douglasandsalas.com",8/29/22,Customer service manager,"Murphy, Douglas and Salas",Face-to-face optimal forecast
93496,Germany,Mackenzie Walter Parker,Mackenzie,Walter,Parker,EE,"mackenzie.parker@murphy,douglasandsalas.com",11/22/20,Public affairs consultant,"Murphy, Douglas and Salas",Vision-oriented interactive superstructure
93507,Japan,Lisa Beverly Brown,Lisa,Beverly,Brown,EE,lisa.brown@deckerplc.com,9/22/20,Chartered legal executive (England and Wales),Decker PLC,Streamlined systemic matrix
93525,Canada,David Diana Kennedy,David,Diana,Kennedy,EE,david.kennedy@leonard-flores.com,8/29/21,Retail banker,Leonard-Flores,Polarized tangible installation
93596,Germany,Patricia Martinez,Patricia,,Martinez,EE,patricia.martinez@deckerplc.com,2/15/23,Purchasing manager,Decker PLC,Customer-focused didactic portal
93977,Germany,Christopher Miller,Christopher,,Miller,EE,christopher.miller@wright-roberts.com,1/29/23,Senior tax professional/tax inspector,Wright-Roberts,Vision-oriented interactive superstructure
94045,India,Robert Le,Robert,,Le,EE,robert.le@wright-roberts.com,3/4/23,Associate Professor,Wright-Roberts,Sharable 4thgeneration initiative
94074,India,Laurie Steve Bautista,Laurie,Steve,Bautista,CW,laurie.bautista@smithltd.com,12/19/20,Fisheries officer,Smith Ltd,Customer-focused didactic portal
94086,Canada,Paul Yu,Paul,,Yu,EE,"paul.yu@leonard,washingtonandhall.com",2/2/23,Training and development officer,"Leonard, Washington and Hall",Face-to-face optimal forecast
94138,India,Kathleen Shelly Hurst,Kathleen,Shelly,Hurst,EE,kathleen.hurst@leonard-flores.com,11/25/21,"Designer, blown glass/stained glass",Leonard-Flores,Streamlined systemic matrix
94201,Australia,Jeffrey Danny Riley,Jeffrey,Danny,Riley,EE,"jeffrey.riley@leonard,washingtonandhall.com",8/8/19,Music tutor,"Leonard, Washington and Hall",Sharable 4thgeneration initiative
94218,United States,Diana Robinson,Diana,,Robinson,EE,diana.robinson@gilbert-hodge.com,9/9/21,Firefighter,Gilbert-Hodge,Face-to-face optimal forecast
94244,Australia,Kathryn William Friedman,Kathryn,William,Friedman,EE,kathryn.friedman@gilbert-hodge.com,1/9/21,Civil Service administrator,Gilbert-Hodge,User-friendly solution-oriented software
94483,Canada,Charles Joshua Kim,Charles,Joshua,Kim,EE,charles.kim@gibson-little.com,5/8/22,"Engineer, materials",Gibson-Little,Total 3rdgeneration alliance
94690,Germany,Belinda Mitchell,Belinda,,Mitchell,CW,belinda.mitchell@mathisplc.com,5/5/23,"Scientist, clinical (histocompatibility and immunogenetics)",Mathis PLC,Total 3rdgeneration alliance
94776,United Kingdom,Donald Ayala,Donald,,Ayala,EE,donald.ayala@gibson-little.com,8/7/20,Land,Gibson-Little,User-friendly solution-oriented software
94823,Germany,Victoria Doris Torres,Victoria,Doris,Torres,EE,victoria.torres@wright-roberts.com,10/21/19,"Research officer, political party",Wright-Roberts,Face-to-face optimal forecast
94996,Australia,Katherine George,Katherine,,George,CW,katherine.george@wright-roberts.com,3/8/21,Chartered loss adjuster,Wright-Roberts,Streamlined systemic matrix
95005,Japan,Michael Thompson,Michael,,Thompson,EE,michael.thompson@mathisplc.com,6/4/20,Electrical engineer,Mathis PLC,Customer-focused didactic portal
95053,Australia,Kenneth Davis,Kenneth,,Davis,CW,"kenneth.davis@leonard,washingtonandhall.com",3/9/19,Paramedic,"Leonard, Washington and Hall",User-centric optimizing intranet
95203,India,Jesse Jennifer Fisher,Jesse,Jennifer,Fisher,EE,jesse.fisher@gilbert-hodge.com,2/20/20,"Pharmacist, hospital",Gilbert-Hodge,Sharable 4thgeneration initiative
95217,Australia,Keith Brown,Keith,,Brown,EE,keith.brown@leonard-flores.com,11/13/21,Clinical cytogeneticist,Leonard-Flores,Customer-focused didactic portal
95283,Japan,Joshua Elliott,Joshua,,Elliott,EE,joshua.elliott@smithltd.com,6/17/23,Minerals surveyor,Smith Ltd,Polarized tangible installation
95366,India,Martin Gutierrez,Martin,,Gutierrez,CW,martin.gutierrez@gilbert-hodge.com,6/5/23,Analytical chemist,Gilbert-Hodge,Customer-focused didactic portal
95673,Germany,Katie Jacob Glover,Katie,Jacob,Glover,CW,katie.glover@leonard-flores.com,12/1/20,Clinical cytogeneticist,Leonard-Flores,Face-to-face optimal forecast
95804,Germany,Regina Susan Rios,Regina,Susan,Rios,EE,regina.rios@lamb-newman.com,8/30/18,Horticultural therapist,Lamb-Newman,Polarized tangible installation
95895,United Kingdom,John Yvette Jones,John,Yvette,Jones,EE,"john.jones@leonard,washingtonandhall.com",2/20/19,Geochemist,"Leonard, Washington and Hall",Sharable 4thgeneration initiative
96009,Germany,Brandon Johnson,Brandon,,Johnson,EE,brandon.johnson@lamb-newman.com,8/17/21,Nutritional therapist,Lamb-Newman,Polarized tangible installation
96030,India,Terrence Nicole Jones,Terrence,Nicole,Jones,CW,terrence.jones@gibson-little.com,4/9/23,Health physicist,Gibson-Little,User-centric optimizing intranet
96094,India,Mary Barbara Crosby,Mary,Barbara,Crosby,CW,"mary.crosby@leonard,washingtonandhall.com",8/3/20,Therapeutic radiographer,"Leonard, Washington and Hall",Streamlined systemic matrix
96206,Canada,Jeffrey Charlene Briggs,Jeffrey,Charlene,Briggs,EE,jeffrey.briggs@gibson-little.com,own,Broadcast journalist,Gibson-Little,Face-to-face optimal forecast
96244,Australia,Hector Mercer,Hector,,Mercer,CW,hector.mercer@wright-roberts.com,event,Information officer,Wright-Roberts,Total 3rdgeneration alliance
96295,United Kingdom,Brian Crawford,Brian,,Crawford,EE,brian.crawford@wright-roberts.com,4/21/21,Legal executive,Wright-Roberts,Total 3rdgeneration alliance
96345,Germany,David Melvin Greene,David,Melvin,Greene,EE,"david.greene@leonard,washingtonandhall.com",10/23/20,Drilling engineer,"Leonard, Washington and Hall",Total 3rdgeneration alliance
96511,United Kingdom,Scott Carroll,Scott,,Carroll,EE,scott.carroll@gilbert-hodge.com,3/20/21,Energy engineer,Gilbert-Hodge,Customer-focused didactic portal
96690,United States,Anthony Cody Martin,Anthony,Cody,Martin,CW,anthony.martin@gilbert-hodge.com,3/27/19,Local government officer,Gilbert-Hodge,Polarized tangible installation
96765,India,Tiffany Hill,Tiffany,,Hill,CW,tiffany.hill@lamb-newman.com,11/7/20,"Engineer, structural",Lamb-Newman,Total 3rdgeneration alliance
96942,Australia,Crystal Harris,Crystal,,Harris,EE,crystal.harris@leonard-flores.com,6/2/20,"Pilot, airline",Leonard-Flores,Streamlined systemic matrix
97199,Canada,Emma Nathan Rodriguez,Emma,Nathan,Rodriguez,EE,emma.rodriguez@gilbert-hodge.com,8/6/20,Chief Marketing Officer,Gilbert-Hodge,Customer-focused didactic portal
97203,Canada,Bianca Tyler Whitehead,Bianca,Tyler,Whitehead,CW,"bianca.whitehead@murphy,douglasandsalas.com",8/3/20,Visual merchandiser,"Murphy, Douglas and Salas",Streamlined systemic matrix
97258,Australia,April Robertson,April,,Robertson,CW,april.robertson@wright-roberts.com,11/24/18,Health physicist,Wright-Roberts,Vision-oriented interactive superstructure
97301,Australia,Steve Torres,Steve,,Torres,EE,steve.torres@mathisplc.com,6/14/19,Higher education lecturer,Mathis PLC,Face-to-face optimal forecast
97317,Canada,Nicole Black,Nicole,,Black,EE,nicole.black@lamb-newman.com,2/7/22,Purchasing manager,Lamb-Newman,Customer-focused didactic portal
97454,United Kingdom,Tim Tapia,Tim,,Tapia,EE,tim.tapia@smithltd.com,7/1/21,Sales promotion account executive,Smith Ltd,Sharable 4thgeneration initiative
97458,Australia,Mary Morales,Mary,,Morales,CW,mary.morales@gibson-little.com,2/14/22,Outdoor activities/education manager,Gibson-Little,Polarized tangible installation
97674,Japan,Jerry Joseph Baker,Jerry,Joseph,Baker,EE,"jerry.baker@leonard,washingtonandhall.com",8/25/22,"Teacher, special educational needs","Leonard, Washington and Hall",User-friendly solution-oriented software
97742,United States,Jared Lawrence,Jared,,Lawrence,EE,jared.lawrence@gilbert-hodge.com,12/6/18,Building services engineer,Gilbert-Hodge,User-centric optimizing intranet
97840,Germany,Dan Smith,Dan,,Smith,EE,dan.smith@smithltd.com,9/4/20,"Chemist, analytical",Smith Ltd,Sharable 4thgeneration initiative
97893,Japan,Brenda Mcguire,Brenda,,Mcguire,CW,brenda.mcguire@lamb-newman.com,10/29/18,"Programmer, systems",Lamb-Newman,Streamlined systemic matrix
97945,Australia,Timothy James Fuller,Timothy,James,Fuller,CW,timothy.fuller@deckerplc.com,2/9/19,Counselling psychologist,Decker PLC,Vision-oriented interactive superstructure
97995,India,Brady Richardson,Brady,,Richardson,EE,brady.richardson@lamb-newman.com,2/20/20,Youth worker,Lamb-Newman,User-centric optimizing intranet
98159,Canada,Caleb Conley,Caleb,,Conley,EE,"caleb.conley@leonard,washingtonandhall.com",administration,Quarry manager,"Leonard, Washington and Hall",Streamlined systemic matrix
98265,United States,Glen Wilson,Glen,,Wilson,EE,"glen.wilson@murphy,douglasandsalas.com",7/5/21,Manufacturing systems engineer,"Murphy, Douglas and Salas",User-friendly solution-oriented software
98327,India,Erin Scott Valdez,Erin,Scott,Valdez,CW,erin.valdez@mathisplc.com,4/15/23,Farm manager,Mathis PLC,Total 3rdgeneration alliance
98618,India,Joseph Melissa Caldwell,Joseph,Melissa,Caldwell,EE,"joseph.caldwell@leonard,washingtonandhall.com",9/12/19,Equality and diversity officer,"Leonard, Washington and Hall",User-centric optimizing intranet
98803,Japan,Michelle Craig Potter,Michelle,Craig,Potter,CW,michelle.potter@wright-roberts.com,1/23/19,Building control surveyor,Wright-Roberts,Polarized tangible installation
98845,United Kingdom,Megan Powers,Megan,,Powers,EE,megan.powers@lamb-newman.com,9/4/20,Forest/woodland manager,Lamb-Newman,Customer-focused didactic portal
98858,United Kingdom,Cody Carlos Kane,Cody,Carlos,Kane,CW,"cody.kane@murphy,douglasandsalas.com",2/18/19,Health physicist,"Murphy, Douglas and Salas",Total 3rdgeneration alliance
99013,United States,Holly Gordon,Holly,,Gordon,CW,holly.gordon@gilbert-hodge.com,10/2/21,Video editor,Gilbert-Hodge,Vision-oriented interactive superstructure
99114,Canada,Michael James Alvarado,Michael,James,Alvarado,EE,"michael.alvarado@murphy,douglasandsalas.com",3/10/20,Animal technologist,"Murphy, Douglas and Salas",Vision-oriented interactive superstructure
99187,Australia,Kristin Cooley,Kristin,,Cooley,CW,"kristin.cooley@leonard,washingtonandhall.com",5/13/21,"Administrator, Civil Service","Leonard, Washington and Hall",Focused directional migration
99221,Australia,Kathryn Micheal Lewis,Kathryn,Micheal,Lewis,CW,"kathryn.lewis@murphy,douglasandsalas.com",6/29/21,"Clinical scientist, histocompatibility and immunogenetics","Murphy, Douglas and Salas",Vision-oriented interactive superstructure
99303,Japan,Taylor Nicolas Green,Taylor,Nicolas,Green,EE,taylor.green@leonard-flores.com,5/13/20,"Surveyor, land/geomatics",Leonard-Flores,Vision-oriented interactive superstructure
99458,Japan,Richard Hamilton,Richard,,Hamilton,EE,richard.hamilton@deckerplc.com,4/9/22,Mining engineer,Decker PLC,Sharable 4thgeneration initiative
99538,Canada,Laura Paula Weber,Laura,Paula,Weber,EE,laura.weber@gibson-little.com,9/26/21,"Engineer, mining",Gibson-Little,Customer-focused didactic portal
99674,Germany,Jerry Huffman,Jerry,,Huffman,CW,jerry.huffman@mathisplc.com,4/1/23,Furniture designer,Mathis PLC,Streamlined systemic matrix
99901,United States,Joshua Bauer,Joshua,,Bauer,CW,"joshua.bauer@leonard,washingtonandhall.com",5/20/21,Transport planner,"Leonard, Washington and Hall",Focused directional migration
,Japan,Susan Chase,Susan,,Chase,EE,susan.chase@leonard-flores.com,6/19/19,"Conservation officer, nature",Leonard-Flores,Sharable 4thgeneration initiative
,United Kingdom,Sheila Kimberly Pierce,Sheila,Kimberly,Pierce,EE,sheila.pierce@mathisplc.com,5/31/21,Public librarian,Mathis PLC,Focused directional migration
,India,Julia James Phillips,Julia,James,Phillips,EE,julia.phillips@lamb-newman.com,11/23/22,Ergonomist,Lamb-Newman,User-friendly solution-oriented software
,Germany,Ashley Kenneth Hull,Ashley,Kenneth,Hull,CW,ashley.hull@leonard-flores.com,7/18/21,Logistics and distribution manager,Leonard-Flores,Face-to-face optimal forecast
,Australia,Samuel Gibson,Samuel,,Gibson,EE,samuel.gibson@leonard-flores.com,11/20/19,Purchasing manager,Leonard-Flores,Streamlined systemic matrix
,India,Vincent Anthony Chapman,Vincent,Anthony,Chapman,CW,"vincent.chapman@leonard,washingtonandhall.com",10/13/18,Chemical engineer,"Leonard, Washington and Hall",User-centric optimizing intranet
,United States,Eric Terry Phillips,Eric,Terry,Phillips,CW,eric.phillips@smithltd.com,11/22/18,Applications developer,Smith Ltd,Polarized tangible installation
,India,Deborah Steven Walker,Deborah,Steven,Walker,EE,deborah.walker@gibson-little.com,8/16/22,Psychotherapist,Gibson-Little,User-friendly solution-oriented software
,United Kingdom,Helen Baxter,Helen,,Baxter,EE,"helen.baxter@leonard,washingtonandhall.com",10/15/19,Hospital pharmacist,"Leonard, Washington and Hall",Vision-oriented interactive superstructure
,India,Kathryn Williamson,Kathryn,,Williamson,CW,kathryn.williamson@wright-roberts.com,4/6/23,"Journalist, newspaper",Wright-Roberts,Vision-oriented interactive superstructure
,United States,Melinda Megan Cochran,Melinda,Megan,Cochran,EE,melinda.cochran@wright-roberts.com,2/7/19,Tour manager,Wright-Roberts,Streamlined systemic matrix
,Canada,Elizabeth Price,Elizabeth,,Price,EE,elizabeth.price@gibson-little.com,9/24/20,Product manager,Gibson-Little,Customer-focused didactic portal
,United States,David Sergio Moody,David,Sergio,Moody,CW,david.moody@leonard-flores.com,6/15/23,Audiological scientist,Leonard-Flores,Streamlined systemic matrix
,Australia,Alan Zuniga,Alan,,Zuniga,EE,alan.zuniga@mathisplc.com,4/8/22,"Therapist, speech and language",Mathis PLC,Polarized tangible installation
,India,Robert Arias,Robert,,Arias,CW,robert.arias@gilbert-hodge.com,8/23/22,Child psychotherapist,Gilbert-Hodge,Face-to-face optimal forecast
,United States,Mary Renee Garcia,Mary,Renee,Garcia,EE,mary.garcia@lamb-newman.com,6/14/20,"Journalist, newspaper",Lamb-Newman,Polarized tangible installation
,India,Melissa Flores,Melissa,,Flores,EE,melissa.flores@deckerplc.com,7/5/21,Physiological scientist,Decker PLC,Total 3rdgeneration alliance
,United Kingdom,Ashley Danny Mitchell,Ashley,Danny,Mitchell,EE,ashley.mitchell@mathisplc.com,1/19/21,Diagnostic radiographer,Mathis PLC,Focused directional migration
